,Fecha,Caudal [m3/s]
7219,1993-04-21,8.02
7220,1993-04-22,12.16
7221,1993-04-23,8.36
7222,1993-04-24,9.9
7223,1993-04-25,9.36
7224,1993-04-26,11.77
7225,1993-04-27,4.27
7226,1993-04-28,6.38
7227,1993-04-29,5.18
7228,1993-04-30,6.03
7229,1993-05-01,8.63
7230,1993-05-02,6.56
7231,1993-05-03,4.91
7232,1993-05-04,4.62
7233,1993-05-05,4.79
7234,1993-05-06,5.9
7235,1993-05-07,5.4
7236,1993-05-08,4.53
7237,1993-05-09,6.47
7238,1993-05-10,20.42
7239,1993-05-11,11.26
7240,1993-05-12,8.97
7241,1993-05-13,8.02
7242,1993-05-14,8.78
7243,1993-05-15,5.74
7244,1993-05-16,6.27
7245,1993-05-17,5.04
7246,1993-05-18,4.84
7247,1993-05-19,5.52
7248,1993-05-20,7.82
7249,1993-05-21,19.12
7250,1993-05-22,6.01
7251,1993-05-23,6.62
7252,1993-05-24,7.96
7253,1993-05-25,11.06
7254,1993-05-26,8.1
7255,1993-05-27,8.15
7256,1993-05-28,5.75
7257,1993-05-29,9.34
7258,1993-05-30,6.05
7259,1993-05-31,5.69
7260,1993-06-01,5.71
7261,1993-06-02,5.08
7262,1993-06-03,4.97
7263,1993-06-04,4.78
7264,1993-06-05,5.01
7265,1993-06-06,5.13
7266,1993-06-07,4.58
7267,1993-06-08,4.95
7268,1993-06-09,4.56
7269,1993-06-10,4.42
7270,1993-06-11,4.33
7271,1993-06-12,4.27
7272,1993-06-13,4.27
7273,1993-06-14,4.25
7274,1993-06-15,4.5
7275,1993-06-16,4.11
7276,1993-06-17,4.11
7277,1993-06-18,3.96
7278,1993-06-19,3.96
7279,1993-06-20,4.04
7280,1993-06-21,4.07
7281,1993-06-22,3.89
7282,1993-06-23,3.81
7283,1993-06-24,4.13
7284,1993-06-25,4.51
7285,1993-06-26,4.27
7286,1993-06-27,5.78
7287,1993-06-28,13.73
7288,1993-06-29,6.35
7289,1993-06-30,4.22
7290,1993-07-01,24.52
7291,1993-07-02,16.38
7292,1993-07-03,9.63
7293,1993-07-04,5.46
7294,1993-07-05,10.96
7295,1993-07-06,6.38
7296,1993-07-07,5.98
7297,1993-07-08,10.01
7298,1993-07-09,5.74
7299,1993-07-10,5.39
7300,1993-07-11,20.66
7301,1993-07-12,5.95
7302,1993-07-13,5.36
7303,1993-07-14,5.13
7304,1993-07-15,4.93
7305,1993-07-16,4.78
7306,1993-07-17,4.69
7307,1993-07-18,4.48
7308,1993-07-19,4.27
7309,1993-07-20,4.63
7310,1993-07-21,4.54
7311,1993-07-22,4.33
7312,1993-07-23,5.03
7313,1993-07-24,4.95
7314,1993-07-25,19.8
7315,1993-07-26,5.44
7316,1993-07-27,4.94
7317,1993-07-28,4.55
7318,1993-07-29,10.39
7319,1993-07-30,21.34
7320,1993-07-31,7.7
7321,1993-08-01,9.48
7322,1993-08-02,5.61
7323,1993-08-03,5.18
7324,1993-08-04,4.9
7325,1993-08-05,4.73
7326,1993-08-06,4.61
7327,1993-08-07,4.58
7328,1993-08-08,4.6
7329,1993-08-09,9.15
7330,1993-08-10,11.51
7331,1993-08-11,15.99
7332,1993-08-12,6.39
7333,1993-08-13,8.04
7334,1993-08-14,5.11
7335,1993-08-15,7.18
7336,1993-08-16,10.11
7337,1993-08-17,16.14
7338,1993-08-18,8.98
7339,1993-08-19,5.83
7340,1993-08-20,5.37
7341,1993-08-21,5.18
7342,1993-08-22,5.03
7343,1993-08-23,7.48
7344,1993-08-24,11.61
7345,1993-08-25,19.73
7346,1993-08-26,9.62
7347,1993-08-27,18.52
7348,1993-08-28,24.56
7349,1993-08-29,7.78
7350,1993-08-30,6.79
7351,1993-08-31,6.57
7352,1993-09-01,6.03
7353,1993-09-02,5.75
7354,1993-09-03,10.86
7355,1993-09-04,12.12
7356,1993-09-05,11.11
7357,1993-09-06,12.6
7358,1993-09-07,18.95
7359,1993-09-08,7.59
7360,1993-09-09,6.81
7361,1993-09-10,13.28
7362,1993-09-11,8.88
7363,1993-09-12,18.3
7364,1993-09-13,21.16
7365,1993-09-14,16.47
7366,1993-09-15,21.1
7367,1993-09-16,26.03
7368,1993-09-17,10.7
7369,1993-09-18,12.62
7370,1993-09-19,9.94
7371,1993-09-20,11.75
7372,1993-09-21,8.16
7373,1993-09-22,11.61
7374,1993-09-23,12.16
7375,1993-09-24,10.31
7376,1993-09-25,10.74
7377,1993-09-26,8.59
7378,1993-09-27,10.7
7379,1993-09-28,8.05
7380,1993-09-29,8.03
7381,1993-09-30,11.67
7382,1993-10-01,8.29
7383,1993-10-02,22.2
7384,1993-10-03,8.8
7385,1993-10-04,8.29
7386,1993-10-05,7.26
7387,1993-10-06,6.94
7388,1993-10-07,6.7
7389,1993-10-08,14.35
7390,1993-10-09,15.96
7391,1993-10-10,23.66
7392,1993-10-11,22.23
7393,1993-10-12,8.88
7394,1993-10-13,13.83
7395,1993-10-14,8.6
7396,1993-10-15,8.14
7397,1993-10-16,8.16
7398,1993-10-17,8.57
7399,1993-10-18,8.5
7400,1993-10-19,7.98
7401,1993-10-20,13.23
7402,1993-10-21,19.04
7403,1993-10-22,8.05
7404,1993-10-23,7.88
7405,1993-10-24,7.03
7406,1993-10-25,7.84
7407,1993-10-26,9.87
7408,1993-10-27,8.67
7409,1993-10-28,7.26
7410,1993-10-29,7.37
7411,1993-10-30,7.29
7412,1993-10-31,9.9
7413,1993-11-01,7.47
7414,1993-11-02,6.71
7415,1993-11-03,6.97
7416,1993-11-04,17.77
7417,1993-11-05,6.65
7418,1993-11-06,6.36
7419,1993-11-07,6.59
7420,1993-11-08,6.04
7421,1993-11-09,5.81
7422,1993-11-10,7.23
7423,1993-11-11,7.97
7424,1993-11-12,7.07
7425,1993-11-13,6.39
7426,1993-11-14,13.27
7427,1993-11-15,12.19
7428,1993-11-16,9.37
7429,1993-11-17,6.75
7430,1993-11-18,6.16
7431,1993-11-19,6.09
7432,1993-11-20,6.52
7433,1993-11-21,6.51
7434,1993-11-22,16.15
7435,1993-11-23,9.79
7436,1993-11-24,9.88
7437,1993-11-25,16.62
7438,1993-11-26,19.75
7439,1993-11-27,9.05
7440,1993-11-28,9.3
7441,1993-11-29,24.08
7442,1993-11-30,9.94
7443,1993-12-01,9.87
7444,1993-12-02,8.54
7445,1993-12-03,15.42
7446,1993-12-04,8.53
7447,1993-12-05,8.9
7448,1993-12-06,8.04
7449,1993-12-07,11.88
7450,1993-12-08,8.08
7451,1993-12-09,7.51
7452,1993-12-10,7.69
7453,1993-12-11,8.21
7454,1993-12-12,9.04
7455,1993-12-13,6.76
7456,1993-12-14,6.63
7457,1993-12-15,7.2
7458,1993-12-16,7.96
7459,1993-12-17,7.51
7460,1993-12-18,7.65
7461,1993-12-19,6.28
7462,1993-12-20,5.92
7463,1993-12-21,5.72
7464,1993-12-22,5.63
7465,1993-12-23,5.46
7466,1993-12-24,5.46
7467,1993-12-25,5.29
7468,1993-12-26,5.29
7469,1993-12-27,5.21
7470,1993-12-28,5.12
7471,1993-12-29,5.12
7472,1993-12-30,5.04
7473,1993-12-31,4.95
7474,1994-01-01,4.95
7475,1994-01-02,4.87
7476,1994-01-03,4.91
7477,1994-01-04,5.24
7478,1994-01-05,4.78
7479,1994-01-06,4.78
7480,1994-01-07,4.7
7481,1994-01-08,4.69
7482,1994-01-09,4.86
7483,1994-01-10,4.78
7484,1994-01-11,4.61
7485,1994-01-12,4.53
7486,1994-01-13,4.73
7487,1994-01-14,4.95
7488,1994-01-15,5.66
7489,1994-01-16,5.23
7490,1994-01-17,4.75
7491,1994-01-18,4.61
7492,1994-01-19,4.44
7493,1994-01-20,4.27
7494,1994-01-21,4.27
7495,1994-01-22,4.27
7496,1994-01-23,4.19
7497,1994-01-24,4.1
7498,1994-01-25,4.18
7499,1994-01-26,4.03
7500,1994-01-27,4.03
7501,1994-01-28,3.96
7502,1994-01-29,3.96
7503,1994-01-30,4.53
7504,1994-01-31,4.03
7505,1994-02-01,4.08
7506,1994-02-02,3.96
7507,1994-02-03,4.54
7508,1994-02-04,4.13
7509,1994-02-05,4.06
7510,1994-02-06,3.83
7511,1994-02-07,5.25
7512,1994-02-08,4.13
7513,1994-02-09,4.27
7514,1994-02-10,4.59
7515,1994-02-11,4.1
7516,1994-02-12,3.96
7517,1994-02-13,3.82
7518,1994-02-14,3.96
7519,1994-02-15,3.89
7520,1994-02-16,6.23
7521,1994-02-17,3.96
7522,1994-02-18,3.96
7523,1994-02-19,3.82
7524,1994-02-20,4.95
7525,1994-02-21,7.27
7526,1994-02-22,3.82
7527,1994-02-23,4.03
7528,1994-02-24,5.84
7529,1994-02-25,3.96
7530,1994-02-26,3.89
7531,1994-02-27,3.82
7532,1994-02-28,3.89
7533,1994-03-01,3.96
7534,1994-03-02,3.89
7535,1994-03-03,3.82
7536,1994-03-04,6.08
7537,1994-03-05,3.96
7538,1994-03-06,3.82
7539,1994-03-07,3.68
7540,1994-03-08,3.68
7541,1994-03-09,3.68
7542,1994-03-10,7.41
7543,1994-03-11,3.82
7544,1994-03-12,3.82
7545,1994-03-13,3.68
7546,1994-03-14,3.75
7547,1994-03-15,3.68
7548,1994-03-16,3.82
7549,1994-03-17,3.82
7550,1994-03-18,3.68
7551,1994-03-19,3.68
7552,1994-03-20,3.68
7553,1994-03-21,3.75
7554,1994-03-22,3.82
7555,1994-03-23,3.96
7556,1994-03-24,4.03
7557,1994-03-25,3.68
7558,1994-03-26,3.68
7559,1994-03-27,3.54
7560,1994-03-28,3.75
7561,1994-03-29,3.75
7562,1994-03-30,4.63
7563,1994-03-31,4.03
7564,1994-04-01,3.96
7565,1994-04-02,4.44
7566,1994-04-03,6.22
7567,1994-04-04,4.19
7568,1994-04-05,4.03
7569,1994-04-06,5.72
7570,1994-04-07,5.21
7571,1994-04-08,3.96
7572,1994-04-09,3.89
7573,1994-04-10,3.68
7574,1994-04-11,3.68
7575,1994-04-12,7.27
7576,1994-04-13,5.63
7577,1994-04-14,5.03
7578,1994-04-15,4.69
7579,1994-04-16,4.03
7580,1994-04-17,5.03
7581,1994-04-18,6.92
7582,1994-04-19,6.11
7583,1994-04-20,6.11
7584,1994-04-21,4.19
7585,1994-04-22,4.19
7586,1994-04-23,3.96
7587,1994-04-24,3.96
7588,1994-04-25,19.63
7589,1994-04-26,4.69
7590,1994-04-27,6.23
7591,1994-04-28,4.78
7592,1994-04-29,14.64
7593,1994-04-30,7.56
7594,1994-05-01,7.05
7595,1994-05-02,5.69
7596,1994-05-03,7.75
7597,1994-05-04,9.05
7598,1994-05-05,6.65
7599,1994-05-06,6.93
7600,1994-05-07,7.44
7601,1994-05-08,9.07
7602,1994-05-09,5.64
7603,1994-05-10,5.92
7604,1994-05-11,5.16
7605,1994-05-12,9.73
7606,1994-05-13,8.62
7607,1994-05-14,5.24
7608,1994-05-15,5.06
7609,1994-05-16,4.87
7610,1994-05-17,5.24
7611,1994-05-18,9.09
7612,1994-05-19,9.78
7613,1994-05-20,6.72
7614,1994-05-21,5.0
7615,1994-05-22,16.14
7616,1994-05-23,8.67
7617,1994-05-24,8.08
7618,1994-05-25,13.16
7619,1994-05-26,16.86
7620,1994-05-27,8.55
7621,1994-05-28,7.54
7622,1994-05-29,10.29
7623,1994-05-30,9.14
7624,1994-05-31,10.96
7625,1994-06-01,8.59
7626,1994-06-02,5.83
7627,1994-06-03,5.53
7628,1994-06-04,8.49
7629,1994-06-05,5.85
7630,1994-06-06,5.54
7631,1994-06-07,5.4
7632,1994-06-08,13.29
7633,1994-06-09,6.57
7634,1994-06-10,5.21
7635,1994-06-11,5.03
7636,1994-06-12,6.23
7637,1994-06-13,9.46
7638,1994-06-14,5.03
7639,1994-06-15,7.56
7640,1994-06-16,4.94
7641,1994-06-17,4.56
7642,1994-06-18,4.44
7643,1994-06-19,4.37
7644,1994-06-20,6.95
7645,1994-06-21,18.21
7646,1994-06-22,12.77
7647,1994-06-23,5.46
7648,1994-06-24,5.4
7649,1994-06-25,4.87
7650,1994-06-26,13.61
7651,1994-06-27,6.82
7652,1994-06-28,5.12
7653,1994-06-29,5.21
7654,1994-06-30,4.74
7655,1994-07-01,8.04
7656,1994-07-02,5.27
7657,1994-07-03,4.77
7658,1994-07-04,7.75
7659,1994-07-05,14.22
7660,1994-07-06,6.25
7661,1994-07-07,18.43
7662,1994-07-08,6.25
7663,1994-07-09,5.47
7664,1994-07-10,5.21
7665,1994-07-11,4.87
7666,1994-07-12,4.7
7667,1994-07-13,4.61
7668,1994-07-14,4.53
7669,1994-07-15,4.37
7670,1994-07-16,4.31
7671,1994-07-17,4.18
7672,1994-07-18,4.1
7673,1994-07-19,4.11
7674,1994-07-20,4.93
7675,1994-07-21,4.71
7676,1994-07-22,6.85
7677,1994-07-23,7.98
7678,1994-07-24,4.97
7679,1994-07-25,25.55
7680,1994-07-26,11.34
7681,1994-07-27,13.71
7682,1994-07-28,6.46
7683,1994-07-29,5.23
7684,1994-07-30,4.88
7685,1994-07-31,5.87
7686,1994-08-01,4.69
7687,1994-08-02,4.79
7688,1994-08-03,4.44
7689,1994-08-04,4.4
7690,1994-08-05,4.27
7691,1994-08-06,6.2
7692,1994-08-07,9.29
7693,1994-08-08,9.49
7694,1994-08-09,4.1
7695,1994-08-10,4.1
7696,1994-08-11,5.07
7697,1994-08-12,5.5
7698,1994-08-13,6.11
7699,1994-08-14,7.5
7700,1994-08-15,5.63
7701,1994-08-16,9.2
7702,1994-08-17,9.8
7703,1994-08-18,4.95
7704,1994-08-19,5.29
7705,1994-08-20,4.71
7706,1994-08-21,4.86
7707,1994-08-22,5.75
7708,1994-08-23,6.25
7709,1994-08-24,9.05
7710,1994-08-25,5.67
7711,1994-08-26,6.2
7712,1994-08-27,4.78
7713,1994-08-28,5.84
7714,1994-08-29,5.46
7715,1994-08-30,5.38
7716,1994-08-31,7.64
7717,1994-09-01,14.74
7718,1994-09-02,6.56
7719,1994-09-03,14.28
7720,1994-09-04,6.64
7721,1994-09-05,5.92
7722,1994-09-06,9.46
7723,1994-09-07,7.72
7724,1994-09-08,8.9
7725,1994-09-09,10.54
7726,1994-09-10,7.12
7727,1994-09-11,9.46
7728,1994-09-12,7.98
7729,1994-09-13,8.26
7730,1994-09-14,9.22
7731,1994-09-15,5.21
7732,1994-09-16,5.38
7733,1994-09-17,5.29
7734,1994-09-18,5.03
7735,1994-09-19,8.01
7736,1994-09-20,6.63
7737,1994-09-21,7.27
7738,1994-09-22,16.28
7739,1994-09-23,7.98
7740,1994-09-24,11.45
7741,1994-09-25,9.52
7742,1994-09-26,16.06
7743,1994-09-27,8.98
7744,1994-09-28,7.24
7745,1994-09-29,6.52
7746,1994-09-30,22.74
7747,1994-10-01,14.92
7748,1994-10-02,5.75
7749,1994-10-03,11.08
7750,1994-10-04,7.0
7751,1994-10-05,10.0
7752,1994-10-06,5.92
7753,1994-10-07,5.72
7754,1994-10-08,7.05
7755,1994-10-09,7.4
7756,1994-10-10,6.76
7757,1994-10-11,5.92
7758,1994-10-12,10.68
7759,1994-10-13,11.87
7760,1994-10-14,8.96
7761,1994-10-15,5.72
7762,1994-10-16,5.72
7763,1994-10-17,5.72
7764,1994-10-18,6.88
7765,1994-10-19,5.55
7766,1994-10-20,12.42
7767,1994-10-21,5.84
7768,1994-10-22,7.26
7769,1994-10-23,7.26
7770,1994-10-24,8.94
7771,1994-10-25,10.9
7772,1994-10-26,7.84
7773,1994-10-27,7.72
7774,1994-10-28,5.92
7775,1994-10-29,5.72
7776,1994-10-30,5.72
7777,1994-10-31,5.63
7778,1994-11-01,8.1
7779,1994-11-02,8.03
7780,1994-11-03,8.62
7781,1994-11-04,22.26
7782,1994-11-05,7.12
7783,1994-11-06,8.34
7784,1994-11-07,6.64
7785,1994-11-08,6.56
7786,1994-11-09,5.96
7787,1994-11-10,5.63
7788,1994-11-11,10.6
7789,1994-11-12,10.32
7790,1994-11-13,5.63
7791,1994-11-14,6.56
7792,1994-11-15,5.84
7793,1994-11-16,5.63
7794,1994-11-17,5.63
7795,1994-11-18,5.46
7796,1994-11-19,5.46
7797,1994-11-20,5.46
7798,1994-11-21,5.46
7799,1994-11-22,5.54
7800,1994-11-23,7.93
7801,1994-11-24,13.54
7802,1994-11-25,20.41
7803,1994-11-26,10.69
7804,1994-11-27,7.2
7805,1994-11-28,7.72
7806,1994-11-29,6.75
7807,1994-11-30,5.72
7808,1994-12-01,5.55
7809,1994-12-02,6.89
7810,1994-12-03,5.73
7811,1994-12-04,5.78
7812,1994-12-05,5.81
7813,1994-12-06,5.75
7814,1994-12-07,15.75
7815,1994-12-08,19.43
7816,1994-12-09,6.01
7817,1994-12-10,11.49
7818,1994-12-11,6.66
7819,1994-12-12,5.38
7820,1994-12-13,5.29
7821,1994-12-14,5.21
7822,1994-12-15,5.12
7823,1994-12-16,5.04
7824,1994-12-17,5.81
7825,1994-12-18,6.23
7826,1994-12-19,7.16
7827,1994-12-20,5.29
7828,1994-12-21,4.85
7829,1994-12-22,4.7
7830,1994-12-23,4.53
7831,1994-12-24,4.44
7832,1994-12-25,4.44
7833,1994-12-26,4.44
7834,1994-12-27,4.44
7835,1994-12-28,4.36
7836,1994-12-29,4.19
7837,1994-12-30,4.1
7838,1994-12-31,4.1
7839,1995-01-01,4.1
7840,1995-01-02,4.03
7841,1995-01-03,3.96
7842,1995-01-04,3.96
7843,1995-01-05,3.89
7844,1995-01-06,3.82
7845,1995-01-07,3.82
7846,1995-01-08,3.82
7847,1995-01-09,3.82
7848,1995-01-10,3.82
7849,1995-01-11,3.68
7850,1995-01-12,3.68
7851,1995-01-13,3.68
7852,1995-01-14,3.61
7853,1995-01-15,4.5
7854,1995-01-16,3.96
7855,1995-01-17,3.89
7856,1995-01-18,3.84
7857,1995-01-19,4.6
7858,1995-01-20,4.04
7859,1995-01-21,3.68
7860,1995-01-22,3.54
7861,1995-01-23,3.47
7862,1995-01-24,3.47
7863,1995-01-25,3.47
7864,1995-01-26,3.47
7865,1995-01-27,3.36
7866,1995-01-28,3.55
7867,1995-01-29,3.4
7868,1995-01-30,3.33
7869,1995-01-31,3.33
7870,1995-02-01,3.26
7871,1995-02-02,3.26
7872,1995-02-03,3.26
7873,1995-02-04,3.26
7874,1995-02-05,3.12
7875,1995-02-06,3.19
7876,1995-02-07,3.12
7877,1995-02-08,3.05
7878,1995-02-09,3.05
7879,1995-02-10,2.98
7880,1995-02-11,2.98
7881,1995-02-12,2.98
7882,1995-02-13,2.98
7883,1995-02-14,2.98
7884,1995-02-15,2.84
7885,1995-02-16,2.84
7886,1995-02-17,2.84
7887,1995-02-18,2.77
7888,1995-02-19,2.7
7889,1995-02-20,3.41
7890,1995-02-21,3.68
7891,1995-02-22,2.84
7892,1995-02-23,2.7
7893,1995-02-24,2.7
7894,1995-02-25,2.7
7895,1995-02-26,2.7
7896,1995-02-27,2.7
7897,1995-02-28,2.7
7898,1995-03-01,2.7
7899,1995-03-02,2.7
7900,1995-03-03,4.43
7901,1995-03-04,4.86
7902,1995-03-05,4.15
7903,1995-03-06,2.7
7904,1995-03-07,2.7
7905,1995-03-08,2.7
7906,1995-03-09,2.7
7907,1995-03-10,2.7
7908,1995-03-11,3.26
7909,1995-03-12,3.33
7910,1995-03-13,3.26
7911,1995-03-14,2.77
7912,1995-03-15,2.7
7913,1995-03-16,2.77
7914,1995-03-17,2.91
7915,1995-03-18,2.7
7916,1995-03-19,2.77
7917,1995-03-20,4.5
7918,1995-03-21,2.77
7919,1995-03-22,2.7
7920,1995-03-23,3.19
7921,1995-03-24,4.65
7922,1995-03-25,3.54
7923,1995-03-26,2.84
7924,1995-03-27,2.7
7925,1995-03-28,2.7
7926,1995-03-29,2.7
7927,1995-03-30,2.7
7928,1995-03-31,2.7
7929,1995-04-01,2.7
7930,1995-04-02,2.7
7931,1995-04-03,2.7
7932,1995-04-04,2.7
7933,1995-04-05,2.7
7934,1995-04-06,2.7
7935,1995-04-07,2.7
7936,1995-04-08,2.7
7937,1995-04-09,2.7
7938,1995-04-10,3.33
7939,1995-04-11,3.56
7940,1995-04-12,2.7
7941,1995-04-13,2.65
7942,1995-04-14,2.7
7943,1995-04-15,6.32
7944,1995-04-16,7.55
7945,1995-04-17,4.69
7946,1995-04-18,4.63
7947,1995-04-19,3.54
7948,1995-04-20,4.95
7949,1995-04-21,4.86
7950,1995-04-22,3.61
7951,1995-04-23,3.19
7952,1995-04-24,2.7
7953,1995-04-25,3.99
7954,1995-04-26,5.32
7955,1995-04-27,9.47
7956,1995-04-28,4.69
7957,1995-04-29,3.4
7958,1995-04-30,3.54
7959,1995-05-01,3.68
7960,1995-05-02,3.68
7961,1995-05-03,3.82
7962,1995-05-04,4.69
7963,1995-05-05,9.84
7964,1995-05-06,4.69
7965,1995-05-07,3.68
7966,1995-05-08,3.54
7967,1995-05-09,3.75
7968,1995-05-10,3.68
7969,1995-05-11,3.54
7970,1995-05-12,5.55
7971,1995-05-13,9.22
7972,1995-05-14,8.08
7973,1995-05-15,11.9
7974,1995-05-16,14.46
7975,1995-05-17,5.84
7976,1995-05-18,4.27
7977,1995-05-19,4.18
7978,1995-05-20,3.96
7979,1995-05-21,3.96
7980,1995-05-22,3.82
7981,1995-05-23,3.96
7982,1995-05-24,3.82
7983,1995-05-25,7.13
7984,1995-05-26,4.27
7985,1995-05-27,4.86
7986,1995-05-28,4.27
7987,1995-05-29,4.18
7988,1995-05-30,8.15
7989,1995-05-31,10.86
7990,1995-06-01,5.75
7991,1995-06-02,8.77
7992,1995-06-03,17.77
7993,1995-06-04,6.48
7994,1995-06-05,7.05
7995,1995-06-06,6.22
7996,1995-06-07,5.64
7997,1995-06-08,6.33
7998,1995-06-09,5.99
7999,1995-06-10,5.33
8000,1995-06-11,4.93
8001,1995-06-12,4.54
8002,1995-06-13,6.42
8003,1995-06-14,7.64
8004,1995-06-15,8.94
8005,1995-06-16,5.8
8006,1995-06-17,5.34
8007,1995-06-18,6.04
8008,1995-06-19,4.87
8009,1995-06-20,4.61
8010,1995-06-21,4.87
8011,1995-06-22,4.36
8012,1995-06-23,4.57
8013,1995-06-24,11.72
8014,1995-06-25,6.5
8015,1995-06-26,5.75
8016,1995-06-27,4.7
8017,1995-06-28,5.06
8018,1995-06-29,18.23
8019,1995-06-30,9.58
8020,1995-07-01,6.15
8021,1995-07-02,5.31
8022,1995-07-03,5.19
8023,1995-07-04,5.91
8024,1995-07-05,10.96
8025,1995-07-06,9.79
8026,1995-07-07,9.16
8027,1995-07-08,5.73
8028,1995-07-09,6.29
8029,1995-07-10,5.56
8030,1995-07-11,5.03
8031,1995-07-12,6.48
8032,1995-07-13,5.45
8033,1995-07-14,5.6
8034,1995-07-15,10.65
8035,1995-07-16,7.78
8036,1995-07-17,7.63
8037,1995-07-18,5.65
8038,1995-07-19,5.66
8039,1995-07-20,25.6
8040,1995-07-21,9.96
8041,1995-07-22,8.74
8042,1995-07-23,11.67
8043,1995-07-24,14.15
8044,1995-07-25,12.73
8045,1995-07-26,9.02
8046,1995-07-27,10.45
8047,1995-07-28,8.73
8048,1995-07-29,8.69
8049,1995-07-30,13.28
8050,1995-07-31,7.67
8051,1995-08-01,12.7
8052,1995-08-02,11.0
8053,1995-08-03,10.63
8054,1995-08-04,21.31
8055,1995-08-05,14.22
8056,1995-08-06,9.17
8057,1995-08-07,7.81
8058,1995-08-08,7.38
8059,1995-08-09,16.64
8060,1995-08-10,9.58
8061,1995-08-11,8.01
8062,1995-08-12,7.34
8063,1995-08-13,6.88
8064,1995-08-14,6.62
8065,1995-08-15,14.63
8066,1995-08-16,7.83
8067,1995-08-17,6.88
8068,1995-08-18,7.87
8069,1995-08-19,10.61
8070,1995-08-20,11.61
8071,1995-08-21,8.35
8072,1995-08-22,9.37
8073,1995-08-23,8.68
8074,1995-08-24,8.72
8075,1995-08-25,11.02
8076,1995-08-26,13.75
8077,1995-08-27,7.96
8078,1995-08-28,10.44
8079,1995-08-29,10.9
8080,1995-08-30,7.48
8081,1995-08-31,5.92
8082,1995-09-01,6.28
8083,1995-09-02,6.71
8084,1995-09-03,6.4
8085,1995-09-04,6.04
8086,1995-09-05,5.89
8087,1995-09-06,5.9
8088,1995-09-07,5.58
8089,1995-09-08,10.31
8090,1995-09-09,15.25
8091,1995-09-10,16.79
8092,1995-09-11,8.91
8093,1995-09-12,7.28
8094,1995-09-13,8.1
8095,1995-09-14,10.38
8096,1995-09-15,6.96
8097,1995-09-16,7.69
8098,1995-09-17,6.76
8099,1995-09-18,8.69
8100,1995-09-19,7.82
8101,1995-09-20,13.74
8102,1995-09-21,7.32
8103,1995-09-22,9.83
8104,1995-09-23,6.8
8105,1995-09-24,6.02
8106,1995-09-25,10.79
8107,1995-09-26,16.2
8108,1995-09-27,7.45
8109,1995-09-28,6.71
8110,1995-09-29,6.33
8111,1995-09-30,8.05
8112,1995-10-01,5.92
8113,1995-10-02,5.67
8114,1995-10-03,5.46
8115,1995-10-04,5.41
8116,1995-10-05,5.86
8117,1995-10-06,5.44
8118,1995-10-07,8.97
8119,1995-10-08,5.44
8120,1995-10-09,5.44
8121,1995-10-10,10.04
8122,1995-10-11,6.74
8123,1995-10-12,13.82
8124,1995-10-13,11.76
8125,1995-10-14,7.26
8126,1995-10-15,11.54
8127,1995-10-16,10.3
8128,1995-10-17,7.32
8129,1995-10-18,7.8
8130,1995-10-19,6.94
8131,1995-10-20,13.0
8132,1995-10-21,7.73
8133,1995-10-22,12.35
8134,1995-10-23,13.45
8135,1995-10-24,7.08
8136,1995-10-25,6.84
8137,1995-10-26,6.91
8138,1995-10-27,9.62
8139,1995-10-28,6.86
8140,1995-10-29,6.38
8141,1995-10-30,6.11
8142,1995-10-31,7.51
8143,1995-11-01,7.53
8144,1995-11-02,5.92
8145,1995-11-03,6.95
8146,1995-11-04,6.9
8147,1995-11-05,6.8
8148,1995-11-06,8.04
8149,1995-11-07,8.52
8150,1995-11-08,7.24
8151,1995-11-09,5.99
8152,1995-11-10,6.14
8153,1995-11-11,6.16
8154,1995-11-12,5.82
8155,1995-11-13,5.94
8156,1995-11-14,6.04
8157,1995-11-15,5.38
8158,1995-11-16,5.65
8159,1995-11-17,5.56
8160,1995-11-18,5.43
8161,1995-11-19,5.27
8162,1995-11-20,5.04
8163,1995-11-21,5.03
8164,1995-11-22,4.95
8165,1995-11-23,4.95
8166,1995-11-24,4.87
8167,1995-11-25,4.92
8168,1995-11-26,4.95
8169,1995-11-27,4.7
8170,1995-11-28,4.61
8171,1995-11-29,4.53
8172,1995-11-30,4.44
8173,1995-12-01,4.31
8174,1995-12-02,6.12
8175,1995-12-03,5.6
8176,1995-12-04,5.89
8177,1995-12-05,4.78
8178,1995-12-06,5.37
8179,1995-12-07,5.0
8180,1995-12-08,4.27
8181,1995-12-09,3.96
8182,1995-12-10,3.82
8183,1995-12-11,5.01
8184,1995-12-12,4.27
8185,1995-12-13,4.13
8186,1995-12-14,5.34
8187,1995-12-15,4.43
8188,1995-12-16,4.11
8189,1995-12-17,3.87
8190,1995-12-18,3.9
8191,1995-12-19,3.83
8192,1995-12-20,3.97
8193,1995-12-21,4.37
8194,1995-12-22,3.89
8195,1995-12-23,4.56
8196,1995-12-24,7.04
8197,1995-12-25,11.63
8198,1995-12-26,4.47
8199,1995-12-27,4.01
8200,1995-12-28,3.9
8201,1995-12-29,4.39
8202,1995-12-30,3.82
8203,1995-12-31,3.75
8204,1996-01-01,3.61
8205,1996-01-02,3.74
8206,1996-01-03,4.3
8207,1996-01-04,4.29
8208,1996-01-05,4.71
8209,1996-01-06,3.61
8210,1996-01-07,3.54
8211,1996-01-08,3.47
8212,1996-01-09,3.4
8213,1996-01-10,3.33
8214,1996-01-11,3.44
8215,1996-01-12,3.33
8216,1996-01-13,3.75
