,Fecha,Caudal [m3/s]
0,1973-06-01,4.7
1,1973-06-02,4.5
2,1973-06-03,4.3
3,1973-06-04,4.3
4,1973-06-05,3.9
5,1973-06-06,7.75
6,1973-06-07,5.1
7,1973-06-08,6.75
8,1973-06-09,4.9
9,1973-06-10,4.5
10,1973-06-11,5.1
11,1973-06-12,6.0
12,1973-06-13,6.0
13,1973-06-14,7.5
14,1973-06-15,5.1
15,1973-06-16,4.9
16,1973-06-17,6.25
17,1973-06-18,5.3
18,1973-06-19,9.2
19,1973-06-20,8.9
20,1973-06-21,11.3
21,1973-06-22,13.1
22,1973-06-23,12.5
23,1973-06-24,8.0
24,1973-06-25,9.8
25,1973-06-26,13.1
26,1973-06-27,8.3
27,1973-06-28,7.75
28,1973-06-29,8.9
29,1973-06-30,7.25
30,1973-07-01,7.0
31,1973-07-02,6.5
32,1973-07-03,6.0
33,1973-07-04,6.0
34,1973-07-05,8.9
35,1973-07-06,9.2
36,1973-07-07,6.0
37,1973-07-08,5.75
38,1973-07-09,5.5
39,1973-07-10,5.5
40,1973-07-11,5.3
41,1973-07-12,5.1
42,1973-07-13,4.9
43,1973-07-14,5.1
44,1973-07-15,5.3
45,1973-07-16,5.1
46,1973-07-17,8.3
47,1973-07-18,10.7
48,1973-07-19,11.0
49,1973-07-20,10.4
50,1973-07-21,7.0
51,1973-07-22,5.75
52,1973-07-23,5.5
53,1973-07-24,6.75
54,1973-07-25,8.9
55,1973-07-26,6.5
56,1973-07-27,12.8
57,1973-07-28,8.6
58,1973-07-29,8.0
59,1973-07-30,7.25
60,1973-07-31,11.6
61,1973-08-01,6.75
62,1973-08-02,6.75
63,1973-08-03,6.25
64,1973-08-04,5.75
65,1973-08-05,7.25
66,1973-08-06,8.6
67,1973-08-07,14.3
68,1973-08-08,9.2
69,1973-08-09,7.5
70,1973-08-10,7.0
71,1973-08-11,6.75
72,1973-08-12,12.2
73,1973-08-13,6.5
74,1973-08-14,6.25
75,1973-08-15,6.5
76,1973-08-16,6.25
77,1973-08-17,6.91
78,1973-08-18,6.15
79,1973-08-19,6.13
80,1973-08-20,6.92
81,1973-08-21,9.86
82,1973-08-22,6.39
83,1973-08-23,6.02
84,1973-08-24,6.04
85,1973-08-25,6.71
86,1973-08-26,7.57
87,1973-08-27,15.79
88,1973-08-28,19.89
89,1973-08-29,18.84
90,1973-08-30,11.19
91,1973-08-31,12.02
92,1973-09-01,18.56
93,1973-09-02,16.51
94,1973-09-03,11.69
95,1973-09-04,10.23
96,1973-09-05,9.36
97,1973-09-06,9.12
98,1973-09-07,12.84
99,1973-09-08,8.72
100,1973-09-09,8.04
101,1973-09-10,9.76
102,1973-09-11,16.63
103,1973-09-12,18.11
104,1973-09-13,17.23
105,1973-09-14,12.93
106,1973-09-15,12.27
107,1973-09-16,15.63
108,1973-09-17,13.95
109,1973-09-18,13.63
110,1973-09-19,17.36
111,1973-09-20,13.54
112,1973-09-21,16.69
113,1973-09-22,19.16
114,1973-09-23,12.35
115,1973-09-24,11.66
116,1973-09-25,13.11
117,1973-09-26,11.84
118,1973-09-27,10.28
119,1973-09-28,9.87
120,1973-09-29,9.2
121,1973-09-30,8.77
122,1973-10-01,8.51
123,1973-10-02,10.44
124,1973-10-03,10.46
125,1973-10-04,8.77
126,1973-10-05,8.84
127,1973-10-06,8.36
128,1973-10-07,9.53
129,1973-10-08,8.08
130,1973-10-09,7.85
131,1973-10-10,8.38
132,1973-10-11,7.51
133,1973-10-12,9.27
134,1973-10-13,9.48
135,1973-10-14,11.86
136,1973-10-15,11.51
137,1973-10-16,10.8
138,1973-10-17,13.22
139,1973-10-18,10.09
140,1973-10-19,8.9
141,1973-10-20,10.97
142,1973-10-21,11.45
143,1973-10-22,9.87
144,1973-10-23,9.22
145,1973-10-24,8.58
146,1973-10-25,8.04
147,1973-10-26,7.56
148,1973-10-27,7.23
149,1973-10-28,7.03
150,1973-10-29,6.81
151,1973-10-30,6.68
152,1973-10-31,6.59
153,1973-11-01,6.41
154,1973-11-02,6.35
155,1973-11-03,6.28
156,1973-11-04,6.29
157,1973-11-05,6.31
158,1973-11-06,7.06
159,1973-11-07,6.96
160,1973-11-08,6.13
161,1973-11-09,6.81
162,1973-11-10,10.83
163,1973-11-11,16.0
164,1973-11-12,10.51
165,1973-11-13,12.2
166,1973-11-14,11.27
167,1973-11-15,10.93
168,1973-11-16,9.35
169,1973-11-17,8.9
170,1973-11-18,14.63
171,1973-11-19,15.77
172,1973-11-20,8.3
173,1973-11-21,7.85
174,1973-11-22,8.29
175,1973-11-23,7.61
176,1973-11-24,7.24
177,1973-11-25,7.04
178,1973-11-26,9.27
179,1973-11-27,7.72
180,1973-11-28,7.71
181,1973-11-29,7.47
182,1973-11-30,8.31
183,1973-12-01,7.56
184,1973-12-02,8.75
185,1973-12-03,12.95
186,1973-12-04,9.2
187,1973-12-05,8.34
188,1973-12-06,7.78
189,1973-12-07,17.3
190,1973-12-08,8.6
191,1973-12-09,7.89
192,1973-12-10,9.47
193,1973-12-11,8.45
194,1973-12-12,9.02
195,1973-12-13,7.34
196,1973-12-14,7.67
197,1973-12-15,7.56
198,1973-12-16,7.12
199,1973-12-17,6.9
200,1973-12-18,6.9
201,1973-12-19,6.68
202,1973-12-20,6.68
203,1973-12-21,6.46
204,1973-12-22,6.46
205,1973-12-23,6.46
206,1973-12-24,6.46
207,1973-12-25,6.35
208,1973-12-26,6.24
209,1973-12-27,6.46
210,1973-12-28,6.35
211,1973-12-29,6.46
212,1973-12-30,8.72
213,1973-12-31,7.78
214,1974-01-01,16.5
215,1974-01-02,6.85
216,1974-01-03,7.08
217,1974-01-04,6.85
218,1974-01-05,6.39
219,1974-01-06,16.75
220,1974-01-07,15.75
221,1974-01-08,9.25
222,1974-01-09,8.15
223,1974-01-10,6.73
224,1974-01-11,6.51
225,1974-01-12,6.51
226,1974-01-13,6.51
227,1974-01-14,5.93
228,1974-01-15,7.19
229,1974-01-16,10.13
230,1974-01-17,6.85
231,1974-01-18,6.62
232,1974-01-19,6.16
233,1974-01-20,6.39
234,1974-01-21,6.62
235,1974-01-22,6.05
236,1974-01-23,6.05
237,1974-01-24,5.93
238,1974-01-25,5.81
239,1974-01-26,5.7
240,1974-01-27,6.16
241,1974-01-28,5.7
242,1974-01-29,5.59
243,1974-01-30,5.7
244,1974-01-31,5.49
245,1974-02-01,5.49
246,1974-02-02,5.38
247,1974-02-03,5.28
248,1974-02-04,5.28
249,1974-02-05,5.28
250,1974-02-06,5.49
251,1974-02-07,5.28
252,1974-02-08,5.17
253,1974-02-09,5.17
254,1974-02-10,8.56
255,1974-02-11,6.05
256,1974-02-12,6.73
257,1974-02-13,5.81
258,1974-02-14,5.59
259,1974-02-15,5.93
260,1974-02-16,6.27
261,1974-02-17,6.62
262,1974-02-18,5.49
263,1974-02-19,5.17
264,1974-02-20,5.28
265,1974-02-21,5.38
266,1974-02-22,5.07
267,1974-02-23,4.96
268,1974-02-24,5.07
269,1974-02-25,8.74
270,1974-02-26,5.17
271,1974-02-27,6.06
272,1974-02-28,5.49
273,1974-03-01,5.49
274,1974-03-02,5.49
275,1974-03-03,5.6
276,1974-03-04,5.61
277,1974-03-05,5.59
278,1974-03-06,5.86
279,1974-03-07,5.33
280,1974-03-08,5.27
281,1974-03-09,5.47
282,1974-03-10,5.29
283,1974-03-11,5.14
284,1974-03-12,5.21
285,1974-03-13,5.08
286,1974-03-14,5.1
287,1974-03-15,4.86
288,1974-03-16,4.86
289,1974-03-17,4.76
290,1974-03-18,4.65
291,1974-03-19,4.65
292,1974-03-20,4.65
293,1974-03-21,4.51
294,1974-03-22,4.89
295,1974-03-23,5.89
296,1974-03-24,5.29
297,1974-03-25,4.65
298,1974-03-26,4.58
299,1974-03-27,7.34
300,1974-03-28,4.97
301,1974-03-29,5.78
302,1974-03-30,5.78
303,1974-03-31,12.92
304,1974-04-01,9.5
305,1974-04-02,10.09
306,1974-04-03,7.09
307,1974-04-04,5.81
308,1974-04-05,5.42
309,1974-04-06,6.01
310,1974-04-07,5.19
311,1974-04-08,5.36
312,1974-04-09,10.4
313,1974-04-10,6.11
314,1974-04-11,5.89
315,1974-04-12,7.26
316,1974-04-13,14.06
317,1974-04-14,7.02
318,1974-04-15,6.01
319,1974-04-16,7.69
320,1974-04-17,6.62
321,1974-04-18,5.62
322,1974-04-19,5.39
323,1974-04-20,5.21
324,1974-04-21,5.0
325,1974-04-22,9.18
326,1974-04-23,7.51
327,1974-04-24,6.91
328,1974-04-25,5.84
329,1974-04-26,5.65
330,1974-04-27,9.43
331,1974-04-28,14.34
332,1974-04-29,6.97
333,1974-04-30,11.59
334,1974-05-01,13.89
335,1974-05-02,9.49
336,1974-05-03,10.5
337,1974-05-04,9.03
338,1974-05-05,9.59
339,1974-05-06,8.14
340,1974-05-07,11.41
341,1974-05-08,14.11
342,1974-05-09,8.98
343,1974-05-10,9.45
344,1974-05-11,7.62
345,1974-05-12,6.93
346,1974-05-13,6.52
347,1974-05-14,7.94
348,1974-05-15,14.36
349,1974-05-16,15.12
350,1974-05-17,13.86
351,1974-05-18,8.01
352,1974-05-19,6.97
353,1974-05-20,6.75
354,1974-05-21,8.23
355,1974-05-22,7.09
356,1974-05-23,8.61
357,1974-05-24,10.23
358,1974-05-25,6.85
359,1974-05-26,6.7
360,1974-05-27,6.5
361,1974-05-28,6.44
362,1974-05-29,8.32
363,1974-05-30,6.63
364,1974-05-31,12.33
365,1974-06-01,9.56
366,1974-06-02,9.94
367,1974-06-03,14.47
368,1974-06-04,7.72
369,1974-06-05,7.77
370,1974-06-06,8.89
371,1974-06-07,6.89
372,1974-06-08,7.47
373,1974-06-09,6.56
374,1974-06-10,6.47
375,1974-06-11,6.83
376,1974-06-12,9.96
377,1974-06-13,8.56
378,1974-06-14,7.01
379,1974-06-15,6.69
380,1974-06-16,6.29
381,1974-06-17,9.04
382,1974-06-18,8.95
383,1974-06-19,8.2
384,1974-06-20,11.3
385,1974-06-21,17.76
386,1974-06-22,9.75
387,1974-06-23,11.89
388,1974-06-24,7.81
389,1974-06-25,12.78
390,1974-06-26,8.11
391,1974-06-27,7.63
392,1974-06-28,7.39
393,1974-06-29,8.15
394,1974-06-30,9.71
395,1974-07-01,8.36
396,1974-07-02,7.76
397,1974-07-03,17.72
398,1974-07-04,12.76
399,1974-07-05,8.14
400,1974-07-06,7.88
401,1974-07-07,7.0
402,1974-07-08,6.77
403,1974-07-09,6.55
404,1974-07-10,6.5
405,1974-07-11,6.61
406,1974-07-12,13.54
407,1974-07-13,16.7
408,1974-07-14,21.33
409,1974-07-15,11.26
410,1974-07-16,8.96
411,1974-07-17,12.16
412,1974-07-18,11.52
413,1974-07-19,10.87
414,1974-07-20,10.18
415,1974-07-21,8.45
416,1974-07-22,8.27
417,1974-07-23,7.99
418,1974-07-24,7.95
419,1974-07-25,20.0
420,1974-07-26,10.56
421,1974-07-27,8.28
422,1974-07-28,13.63
423,1974-07-29,12.34
424,1974-07-30,12.31
425,1974-07-31,12.38
426,1974-08-01,13.67
427,1974-08-02,9.9
428,1974-08-03,9.78
429,1974-08-04,11.84
430,1974-08-05,8.55
431,1974-08-06,15.93
432,1974-08-07,14.42
433,1974-08-08,17.63
434,1974-08-09,12.26
435,1974-08-10,9.92
436,1974-08-11,9.36
437,1974-08-12,20.3
438,1974-08-13,24.54
439,1974-08-14,20.96
440,1974-08-15,13.34
441,1974-08-16,10.3
442,1974-08-17,10.16
443,1974-08-18,12.72
444,1974-08-19,9.1
445,1974-08-20,8.66
446,1974-08-21,8.42
447,1974-08-22,8.16
448,1974-08-23,8.21
449,1974-08-24,8.93
450,1974-08-25,13.35
451,1974-08-26,14.57
452,1974-08-27,8.56
453,1974-08-28,11.27
454,1974-08-29,9.21
455,1974-08-30,18.4
456,1974-08-31,14.51
457,1974-09-01,13.95
458,1974-09-02,15.22
459,1974-09-03,13.59
460,1974-09-04,12.39
461,1974-09-05,10.39
462,1974-09-06,10.71
463,1974-09-07,15.93
464,1974-09-08,15.98
465,1974-09-09,14.98
466,1974-09-10,17.29
467,1974-09-11,11.38
468,1974-09-12,12.68
469,1974-09-13,11.38
470,1974-09-14,14.92
471,1974-09-15,9.69
472,1974-09-16,12.7
473,1974-09-17,14.46
474,1974-09-18,14.09
475,1974-09-19,11.12
476,1974-09-20,10.48
477,1974-09-21,15.92
478,1974-09-22,12.22
479,1974-09-23,14.18
480,1974-09-24,13.3
481,1974-09-25,10.91
482,1974-09-26,15.12
483,1974-09-27,16.22
484,1974-09-28,12.81
485,1974-09-29,12.62
486,1974-09-30,16.55
487,1974-10-01,16.24
488,1974-10-02,15.17
489,1974-10-03,13.65
490,1974-10-04,15.31
491,1974-10-05,11.37
492,1974-10-06,15.45
493,1974-10-07,16.19
494,1974-10-08,14.95
495,1974-10-09,11.9
496,1974-10-10,12.28
497,1974-10-11,10.66
498,1974-10-12,9.76
499,1974-10-13,9.5
500,1974-10-14,10.36
501,1974-10-15,13.94
502,1974-10-16,10.17
503,1974-10-17,10.29
504,1974-10-18,13.95
505,1974-10-19,12.91
506,1974-10-20,9.63
507,1974-10-21,9.94
508,1974-10-22,11.36
509,1974-10-23,10.47
510,1974-10-24,16.7
511,1974-10-25,10.98
512,1974-10-26,11.45
513,1974-10-27,15.08
514,1974-10-28,9.57
515,1974-10-29,14.01
516,1974-10-30,10.36
517,1974-10-31,12.57
518,1974-11-01,9.91
519,1974-11-02,11.04
520,1974-11-03,9.69
521,1974-11-04,15.8
522,1974-11-05,19.55
523,1974-11-06,10.02
524,1974-11-07,9.68
525,1974-11-08,10.3
526,1974-11-09,11.29
527,1974-11-10,10.51
528,1974-11-11,11.76
529,1974-11-12,12.78
530,1974-11-13,14.85
531,1974-11-14,9.54
532,1974-11-15,9.69
533,1974-11-16,11.64
534,1974-11-17,9.15
535,1974-11-18,9.57
536,1974-11-19,8.96
537,1974-11-20,9.89
538,1974-11-21,11.99
539,1974-11-22,9.31
540,1974-11-23,14.34
541,1974-11-24,9.35
542,1974-11-25,10.13
543,1974-11-26,11.64
544,1974-11-27,9.28
545,1974-11-28,10.35
546,1974-11-29,8.37
547,1974-11-30,9.68
548,1974-12-01,15.68
549,1974-12-02,9.85
550,1974-12-03,8.62
551,1974-12-04,8.14
552,1974-12-05,7.9
553,1974-12-06,7.68
554,1974-12-07,7.7
555,1974-12-08,7.54
556,1974-12-09,7.41
557,1974-12-10,7.21
558,1974-12-11,7.1
559,1974-12-12,7.12
560,1974-12-13,6.92
561,1974-12-14,6.81
562,1974-12-15,6.85
563,1974-12-16,6.97
564,1974-12-17,6.62
565,1974-12-18,6.63
566,1974-12-19,8.51
567,1974-12-20,9.37
568,1974-12-21,6.6
569,1974-12-22,6.31
570,1974-12-23,6.23
571,1974-12-24,6.09
572,1974-12-25,6.18
573,1974-12-26,6.06
574,1974-12-27,5.84
575,1974-12-28,5.78
576,1974-12-29,5.7
577,1974-12-30,5.7
578,1974-12-31,5.7
579,1975-01-01,5.62
580,1975-01-02,5.59
581,1975-01-03,5.63
582,1975-01-04,5.82
583,1975-01-05,6.12
584,1975-01-06,5.58
585,1975-01-07,6.85
586,1975-01-08,7.74
587,1975-01-09,6.79
588,1975-01-10,10.84
589,1975-01-11,6.05
590,1975-01-12,5.49
591,1975-01-13,5.59
592,1975-01-14,7.43
593,1975-01-15,7.31
594,1975-01-16,7.32
595,1975-01-17,6.05
596,1975-01-18,6.16
597,1975-01-19,5.7
598,1975-01-20,10.97
599,1975-01-21,16.13
600,1975-01-22,6.28
601,1975-01-23,5.59
602,1975-01-24,5.38
603,1975-01-25,5.59
604,1975-01-26,5.38
605,1975-01-27,5.38
606,1975-01-28,5.17
607,1975-01-29,5.07
608,1975-01-30,5.93
609,1975-01-31,5.07
610,1975-02-01,5.07
611,1975-02-02,5.07
612,1975-02-03,4.86
613,1975-02-04,5.73
614,1975-02-05,4.96
615,1975-02-06,6.87
616,1975-02-07,6.87
617,1975-02-08,9.72
618,1975-02-09,5.73
619,1975-02-10,4.75
620,1975-02-11,5.07
621,1975-02-12,5.07
622,1975-02-13,4.86
623,1975-02-14,4.86
624,1975-02-15,4.86
625,1975-02-16,4.86
626,1975-02-17,4.65
627,1975-02-18,4.65
628,1975-02-19,4.65
629,1975-02-20,5.07
630,1975-02-21,4.65
631,1975-02-22,4.54
632,1975-02-23,5.42
633,1975-02-24,5.05
634,1975-02-25,5.68
635,1975-02-26,7.51
636,1975-02-27,6.31
637,1975-02-28,7.02
638,1975-03-01,9.16
639,1975-03-02,12.47
640,1975-03-03,7.5
641,1975-03-04,11.74
642,1975-03-05,6.99
643,1975-03-06,6.14
644,1975-03-07,5.62
645,1975-03-08,5.41
646,1975-03-09,5.38
647,1975-03-10,5.25
648,1975-03-11,7.81
649,1975-03-12,6.4
650,1975-03-13,9.38
651,1975-03-14,5.74
652,1975-03-15,5.58
653,1975-03-16,5.39
654,1975-03-17,5.37
655,1975-03-18,6.86
656,1975-03-19,6.84
657,1975-03-20,6.0
658,1975-03-21,6.02
659,1975-03-22,5.58
660,1975-03-23,5.44
661,1975-03-24,12.52
662,1975-03-25,6.85
663,1975-03-26,6.91
664,1975-03-27,5.59
665,1975-03-28,7.66
666,1975-03-29,5.71
667,1975-03-30,5.69
668,1975-03-31,5.9
669,1975-04-01,9.09
670,1975-04-02,11.57
671,1975-04-03,6.39
672,1975-04-04,6.54
673,1975-04-05,7.5
674,1975-04-06,6.02
675,1975-04-07,5.62
676,1975-04-08,7.77
677,1975-04-09,12.59
678,1975-04-10,7.08
679,1975-04-11,6.73
680,1975-04-12,6.51
681,1975-04-13,6.39
682,1975-04-14,5.93
683,1975-04-15,5.7
684,1975-04-16,5.59
685,1975-04-17,5.49
686,1975-04-18,5.38
687,1975-04-19,5.81
688,1975-04-20,6.16
689,1975-04-21,5.38
690,1975-04-22,5.28
691,1975-04-23,5.7
692,1975-04-24,17.63
693,1975-04-25,7.2
694,1975-04-26,6.5
695,1975-04-27,8.88
696,1975-04-28,18.57
697,1975-04-29,6.62
698,1975-04-30,9.55
699,1975-05-01,6.16
700,1975-05-02,15.31
701,1975-05-03,8.4
702,1975-05-04,7.68
703,1975-05-05,12.75
704,1975-05-06,8.28
705,1975-05-07,8.38
706,1975-05-08,8.14
707,1975-05-09,8.25
708,1975-05-10,12.1
709,1975-05-11,15.85
710,1975-05-12,8.03
711,1975-05-13,7.31
712,1975-05-14,7.54
713,1975-05-15,7.88
714,1975-05-16,6.97
715,1975-05-17,7.19
716,1975-05-18,7.19
717,1975-05-19,6.85
718,1975-05-20,6.62
719,1975-05-21,6.39
720,1975-05-22,7.19
721,1975-05-23,6.05
722,1975-05-24,10.96
723,1975-05-25,7.31
724,1975-05-26,6.51
725,1975-05-27,7.43
726,1975-05-28,11.02
727,1975-05-29,7.85
728,1975-05-30,7.26
729,1975-05-31,7.76
730,1975-06-01,8.24
731,1975-06-02,12.23
732,1975-06-03,8.4
733,1975-06-04,7.97
734,1975-06-05,17.34
735,1975-06-06,12.15
736,1975-06-07,18.11
737,1975-06-08,15.31
738,1975-06-09,8.74
739,1975-06-10,7.89
740,1975-06-11,7.42
741,1975-06-12,7.17
742,1975-06-13,7.9
743,1975-06-14,11.06
744,1975-06-15,11.52
745,1975-06-16,7.31
746,1975-06-17,6.87
747,1975-06-18,6.53
748,1975-06-19,6.56
749,1975-06-20,6.48
750,1975-06-21,6.29
751,1975-06-22,10.79
752,1975-06-23,11.33
753,1975-06-24,8.93
754,1975-06-25,6.65
755,1975-06-26,6.48
756,1975-06-27,10.99
757,1975-06-28,14.71
758,1975-06-29,11.63
759,1975-06-30,11.16
760,1975-07-01,12.21
761,1975-07-02,11.06
762,1975-07-03,11.74
763,1975-07-04,10.45
764,1975-07-05,8.97
765,1975-07-06,8.03
766,1975-07-07,14.19
767,1975-07-08,12.98
768,1975-07-09,16.34
769,1975-07-10,18.8
770,1975-07-11,11.62
771,1975-07-12,12.83
772,1975-07-13,9.15
773,1975-07-14,16.48
774,1975-07-15,19.27
775,1975-07-16,10.16
776,1975-07-17,10.71
777,1975-07-18,13.78
778,1975-07-19,8.82
779,1975-07-20,8.69
780,1975-07-21,8.08
781,1975-07-22,7.68
782,1975-07-23,7.45
783,1975-07-24,7.51
784,1975-07-25,8.53
785,1975-07-26,18.87
786,1975-07-27,9.54
787,1975-07-28,10.15
788,1975-07-29,12.7
789,1975-07-30,14.18
790,1975-07-31,16.3
791,1975-08-01,8.53
792,1975-08-02,8.73
793,1975-08-03,13.92
794,1975-08-04,20.74
795,1975-08-05,10.38
796,1975-08-06,9.0
797,1975-08-07,8.89
798,1975-08-08,9.75
799,1975-08-09,9.71
800,1975-08-10,8.05
801,1975-08-11,7.52
802,1975-08-12,10.45
803,1975-08-13,17.49
804,1975-08-14,18.5
805,1975-08-15,18.75
806,1975-08-16,10.07
807,1975-08-17,10.38
808,1975-08-18,8.82
809,1975-08-19,10.26
810,1975-08-20,12.89
811,1975-08-21,14.06
812,1975-08-22,8.9
813,1975-08-23,8.3
814,1975-08-24,8.96
815,1975-08-25,8.18
816,1975-08-26,9.99
817,1975-08-27,14.57
818,1975-08-28,9.96
819,1975-08-29,12.33
820,1975-08-30,14.69
821,1975-08-31,23.19
822,1975-09-01,17.02
823,1975-09-02,13.15
824,1975-09-03,13.37
825,1975-09-04,10.12
826,1975-09-05,11.55
827,1975-09-06,10.58
828,1975-09-07,9.31
829,1975-09-08,9.94
830,1975-09-09,12.41
831,1975-09-10,19.28
832,1975-09-11,12.24
833,1975-09-12,9.54
834,1975-09-13,8.64
835,1975-09-14,15.5
836,1975-09-15,14.98
837,1975-09-16,15.92
838,1975-09-17,9.09
839,1975-09-18,11.56
840,1975-09-19,10.97
841,1975-09-20,14.3
842,1975-09-21,15.58
843,1975-09-22,11.56
844,1975-09-23,10.2
845,1975-09-24,11.62
846,1975-09-25,12.27
847,1975-09-26,13.01
848,1975-09-27,17.98
849,1975-09-28,11.15
850,1975-09-29,10.16
851,1975-09-30,10.18
852,1975-10-01,13.41
853,1975-10-02,18.71
854,1975-10-03,13.45
855,1975-10-04,14.37
856,1975-10-05,14.28
857,1975-10-06,15.37
858,1975-10-07,13.75
859,1975-10-08,16.44
860,1975-10-09,14.47
861,1975-10-10,15.7
862,1975-10-11,11.0
863,1975-10-12,10.84
864,1975-10-13,9.43
865,1975-10-14,17.99
866,1975-10-15,12.95
867,1975-10-16,12.92
868,1975-10-17,18.03
869,1975-10-18,10.21
870,1975-10-19,9.43
871,1975-10-20,9.15
872,1975-10-21,9.08
873,1975-10-22,9.61
874,1975-10-23,10.95
875,1975-10-24,9.76
876,1975-10-25,10.01
877,1975-10-26,20.76
878,1975-10-27,18.73
879,1975-10-28,13.12
880,1975-10-29,13.54
881,1975-10-30,12.44
882,1975-10-31,12.55
883,1975-11-01,13.34
884,1975-11-02,10.09
885,1975-11-03,9.4
886,1975-11-04,13.38
887,1975-11-05,10.96
888,1975-11-06,13.03
889,1975-11-07,13.09
890,1975-11-08,12.61
891,1975-11-09,15.1
892,1975-11-10,15.89
893,1975-11-11,23.24
894,1975-11-12,12.26
895,1975-11-13,10.43
896,1975-11-14,9.99
897,1975-11-15,12.62
898,1975-11-16,10.12
899,1975-11-17,16.62
900,1975-11-18,9.49
901,1975-11-19,9.02
902,1975-11-20,9.32
903,1975-11-21,10.82
904,1975-11-22,10.7
905,1975-11-23,10.27
906,1975-11-24,10.68
907,1975-11-25,9.59
908,1975-11-26,8.45
909,1975-11-27,8.35
910,1975-11-28,8.43
911,1975-11-29,7.94
912,1975-11-30,7.65
913,1975-12-01,11.08
914,1975-12-02,13.4
915,1975-12-03,11.04
916,1975-12-04,11.49
917,1975-12-05,10.38
918,1975-12-06,8.62
919,1975-12-07,8.11
920,1975-12-08,8.89
921,1975-12-09,10.26
922,1975-12-10,13.14
923,1975-12-11,16.58
924,1975-12-12,8.89
925,1975-12-13,8.05
926,1975-12-14,9.77
927,1975-12-15,8.86
928,1975-12-16,15.12
929,1975-12-17,11.43
930,1975-12-18,9.11
931,1975-12-19,8.3
932,1975-12-20,7.89
933,1975-12-21,8.25
934,1975-12-22,13.96
935,1975-12-23,9.57
936,1975-12-24,7.86
937,1975-12-25,7.7
938,1975-12-26,7.67
939,1975-12-27,7.44
940,1975-12-28,7.22
941,1975-12-29,6.96
942,1975-12-30,6.85
943,1975-12-31,6.73
944,1976-01-01,6.73
945,1976-01-02,6.57
946,1976-01-03,6.48
947,1976-01-04,7.12
948,1976-01-05,6.53
949,1976-01-06,6.31
950,1976-01-07,7.67
951,1976-01-08,7.09
952,1976-01-09,6.29
953,1976-01-10,6.08
954,1976-01-11,5.93
955,1976-01-12,5.89
956,1976-01-13,5.85
957,1976-01-14,6.49
958,1976-01-15,7.86
959,1976-01-16,7.36
960,1976-01-17,12.58
961,1976-01-18,6.72
962,1976-01-19,6.11
963,1976-01-20,5.98
964,1976-01-21,8.72
965,1976-01-22,8.18
966,1976-01-23,6.35
967,1976-01-24,6.53
968,1976-01-25,6.12
969,1976-01-26,5.7
970,1976-01-27,5.7
971,1976-01-28,5.88
972,1976-01-29,6.24
973,1976-01-30,10.57
974,1976-01-31,6.87
975,1976-02-01,5.91
976,1976-02-02,5.72
977,1976-02-03,5.66
978,1976-02-04,5.49
979,1976-02-05,5.4
980,1976-02-06,5.28
981,1976-02-07,5.23
982,1976-02-08,4.96
983,1976-02-09,5.04
984,1976-02-10,5.08
985,1976-02-11,6.73
986,1976-02-12,5.62
987,1976-02-13,5.1
988,1976-02-14,5.18
989,1976-02-15,4.86
990,1976-02-16,4.65
991,1976-02-17,4.65
992,1976-02-18,4.54
993,1976-02-19,4.44
994,1976-02-20,4.89
995,1976-02-21,5.19
996,1976-02-22,6.02
997,1976-02-23,5.7
998,1976-02-24,4.87
999,1976-02-25,4.55
1000,1976-02-26,7.93
1001,1976-02-27,10.05
1002,1976-02-28,6.36
1003,1976-02-29,7.18
1004,1976-03-01,8.28
1005,1976-03-02,5.37
1006,1976-03-03,10.27
1007,1976-03-04,6.29
1008,1976-03-05,7.94
1009,1976-03-06,7.32
1010,1976-03-07,6.38
1011,1976-03-08,5.13
1012,1976-03-09,6.5
1013,1976-03-10,5.21
1014,1976-03-11,4.76
1015,1976-03-12,5.04
1016,1976-03-13,5.47
1017,1976-03-14,5.76
1018,1976-03-15,9.38
1019,1976-03-16,5.77
1020,1976-03-17,11.59
1021,1976-03-18,8.77
1022,1976-03-19,9.36
1023,1976-03-20,5.75
1024,1976-03-21,5.36
1025,1976-03-22,5.71
1026,1976-03-23,5.35
1027,1976-03-24,5.4
1028,1976-03-25,5.01
1029,1976-03-26,4.77
1030,1976-03-27,7.56
1031,1976-03-28,5.7
1032,1976-03-29,6.34
1033,1976-03-30,5.52
1034,1976-03-31,4.75
1035,1976-04-01,5.15
1036,1976-04-02,6.6
1037,1976-04-03,4.78
1038,1976-04-04,7.41
1039,1976-04-05,4.73
1040,1976-04-06,4.75
1041,1976-04-07,6.27
1042,1976-04-08,4.54
1043,1976-04-09,6.08
1044,1976-04-10,5.17
1045,1976-04-11,4.52
1046,1976-04-12,5.69
1047,1976-04-13,13.49
1048,1976-04-14,18.78
1049,1976-04-15,13.71
1050,1976-04-16,8.51
1051,1976-04-17,6.17
1052,1976-04-18,6.18
1053,1976-04-19,10.0
1054,1976-04-20,7.19
1055,1976-04-21,10.75
1056,1976-04-22,12.36
1057,1976-04-23,5.99
1058,1976-04-24,6.15
1059,1976-04-25,5.83
1060,1976-04-26,10.77
1061,1976-04-27,17.73
1062,1976-04-28,10.24
1063,1976-04-29,18.8
1064,1976-04-30,27.31
1065,1976-05-01,18.05
1066,1976-05-02,10.38
1067,1976-05-03,9.85
1068,1976-05-04,8.42
1069,1976-05-05,9.02
